Title,Author,year
Teacher Preparation and Novice Teacher Self-Efficacy in Literacy Instruction,"Raymond-West, Trenice; Rangel, Virginia Snodgrass",2020
Are We Supporting Teacher Success: Insights from an Alternative Route Mathematics Teacher Certification Program for Urban Public Schools,"Foote, Mary Q.; Brantlinger, Andrew; Haydar, Hanna N.; Smith, Beverly; Gonzalez, Lidia",2011
The Changing Role of Educational Assessment in the 1990s,"Marcoulides, George A.; Heck, Ronald H.",1994
Using an Aligned System To Make Real Progress for Texas Students,"Sclafani, Susan",2001
Recruiting and Retaining Teachers in Urban Schools: Implications for Policy and the Law,"Jones, Deneese L.; Sandidge, Rosetta F.",1997
An Examination of Charter School Equity,"Wamba, Nathalis Guy; Ascher, Carol",2003
"Adult Partners and Adult Contexts of ""Teenage Sex.""","Males, Mike",1998
"Do Teacher Status, Gender, and Years of Teaching Experience Impact Job Satisfaction and Work Engagement?","Topchyan, Ruzanna; Woehler, Carol",2021
Investigating Constituent Values and School Policy,"Allen, Ann; Glassman, Michael; Riegel, Lisa; Dawson, Heather",2013
Fostering Resilience among Youth in Inner City Community Arts Centers: The Case of the Artists Collective,"Rhodes, Alison M.; Schechter, Rachel",2014
Improving the Problem-Solving Expertise of School Administrators: Theory and Practice,"Leithwood, Kenneth; Steinbach, Rosanne",1992
Educating Homeless Students in Urban Settings: An Introduction to the Issues,"Stronge, James H.",1993
The Relationship between Bible Literacy and Behavioral and Academic Outcomes in Urban Areas: A Meta-Analysis,"Jeynes, William",2010
Woven in Deeply: Identity and Leadership of Urban Social Justice Principals,"Theoharis, George",2008
Two Eras of Urban Schooling: The Decline of the Old Order and the Emergence of New Organizational Forms,"Cibulka, James G.",1997
Effective Leadership for Effective Urban Schools,"Andrews, Richard L.; Morefield, John",1991
Rethinking the Nexus between Religion and Political Culture: Implications for Educational Policy,"Scribner, Jay D.; Fusarelli, Lance D.",1996
"Teacher Support and Life Satisfaction: An Investigation with Urban, Middle School Students","Guess, Pamela E.; McCane-Bowling, Sara J.",2016
Curriculum in Action: Teaching Students to Combat Human Trafficking,"Zhu, Toby; Crenshaw, Christina; Scott, Lakia M.",2020
Enhancing Instructional Leadership: Lessons from the California School Leadership Academy,"Marsh, David D.",1992
Challenges of Urban Educators in Implementing State Standards for Students with Disabilities,"Cramer, Elizabeth D.; Gallo, Rosalia F.; Salum, Catherine; Munoz, Lorena R.; Pellegrini Lafont, Cynthia; Baptiste, Belinda B.",2021
Concerns about School-Linked Services: Institution-Based versus Community-Based Models,"Chaskin, Robert J.; Richman, Harold A.",1993
"Education Finance Reform, Education Spending, and Student Performance: Evidence from Maryland's Bridge to Excellence in Public Schools Act","Chung, Il Hwan",2015
"Uprooting and Replacing Positivism, the Melting Pot, Multiculturalism, and Other Impotent Notions in Educational Leadership through an African American Perspective","Dantley, Michael E.",2002
Hope Deferred Again: Minority Students Underrepresented in Gifted Programs,"Harris, J. John , III; Ford, Donna Y.",1999
School-Police Partnership Effectiveness in Urban Schools: An Analysis of New York City's Impact Schools Initiative,"Brady, Kevin P.; Balmer, Sharon; Phenix, Deinya",2007
The Effect of Mathematics Class Commitment and Anxiety on Mathematics Success: A Path Analysis Study,"Ilhan, Aziz; Poçan, Serdal; Gemcioglu, Muharrem",2022
"Advanced Placement English Exam Scores: A Comparison of Scores for Hispanic Students from California, Texas, and Arizona","Koch, Bevan; Slate, John R.; Moore, George W.",2016
Urban Educational Reform: Focusing on Peace Education,"Berlowitz, Marvin J.",1994
Reframing Assessment as Relational: How Do Teachers of Incarcerated Youth Understand Assessment?,"Someki, Fumio; Allen, David",2021
Introduction: The Context of Alternative Teacher Certification,"Dial, Micah; Stevens, Carla J.",1993
"College Ready at a Cost: Underrepresented Students Overwhelmed, Scared, Increasingly Stressed, and Coping","Martinez, Melissa A.; Lewis, Katherine; Marquez, Jocabed",2020
"Urban School Success: Lessons from a High-Achieving Urban School, and Students' Reactions to Ferguson, Missouri","Wiggan, Greg; Watson-Vandiver, Marcia J.",2019
Community Building in South Florida To Promote School Safety,"Hernandez, Tony",1999
Characteristics of Adolescent Sierra Leonean Refugees in Public Schools in New York City,"Davies, Amy Z.",2008
"What Is Education For? A Discussion of Nussbaum's ""Not for Profit: Why Democracy Needs the Humanities""","Lin, Jing",2016
Deficit Thinking and the Effective Teacher,"Walker, Kenya L.",2011
Equality on Different Terms: The Case of Dutch Hindu Schools,"Merry, Michael S.; Driessen, Geert",2012
Straddling the Boundaries of the Zone of Tolerance: One District's Response to Rapid Demographic Change,"Grooms, Ain A.",2019
Epilogue: Latinos at the Portal of the 21st Century,"Contreras, A. Reynaldo",2004
"Similar Students, Different Choices: Who Uses a School Voucher in an Otherwise Similar Population of Students?","Fleming, David J.; Cowen, Joshua M.; Witte, John F.; Wolf, Patrick J.",2015
Why Do Parents Homeschool? A Systematic Examination of Parental Involvement,"Green, Christa L.; Hoover-Dempsey, Kathleen V.",2007
The Influence of Salary in Attracting and Retaining School Leaders,"Pijanowski, John C.; Brady, Kevin P.",2009
Negotiating Power within School Structures,"Narayanan, Madhu",2021
"Student Achievement in High Performing, Suburban Middle Schools and Low Performing, Urban Middle Schools: Plausible Explanations for the Differences","Brown, Kathleen M.; Anfara, Vincent A., Jr.; Roney, Kathleen",2004
A Study on Turkish and Lithuanian Young Adults' Perception of Values,"Öcal, Adem; Yigittir, Süleyman; Kyburiene, Laima; Navickiene, Gemma",2020
Parental Involvement and the Black-White Discipline Gap: The Role of Parental Social and Cultural Capital in American Schools,"Marcucci, Olivia",2020
Aligning Mental Models of District and School Leadership Teams for Reform Coherence,"Chrispeels, Janet H.; Burke, Peggy H.; Johnson, Peggy; Daly, Alan J.",2008
"Assessing School Council Contribution to the Enabling Conditions for Instructional Capacity Building: ""An Urban District in Kentucky""","Talley, Wade Kenneth; Keedy, John L.",2006
"The Nature of Urban School Politics after Brown: The Need for New Political Knowledge, Leadership, and Organizational Skills","Hunter, Richard C.; Donahoo, Saran",2003
Arts Magnets and the Transformation of Schools and Schooling,"Wilson, Brent",2001
Has the Educational System in Lebanon Contributed to the Growing Sectarian Divisions?,"Baytiyeh, Hoda",2017
Enemies or Friends? Newcomer Immigrant Students' Developing Conceptions of Diversity in High School,"Oikonomidoy, Eleni",2018
Trading the Known for the Unknown: Warning Signs in the Debate over Schools of Choice,"Martin, Michael",1991
Charters: A Value Added Opportunity for Urban Teachers?,"Lasley, Thomas J., II; Ridenour, Carolyn; Talbert-Johnson, Carolyn; Raisch, Chad",1999
Urban CEO Superintendents' Alternative Strategies in Reducing School Dropouts,"Hoyle, John R.; Collier, Virginia",2006
Strengths and Weaknesses of Bright Urban Children: A Critique of Standardized Testing in Kindergarten,"Kritt, David W.",2004
Editors' Introduction,,1993
Operationalizing the Intersection of Racial and Socioeconomic Diversity in Predicting School-Level Academic Achievement,"Wisman, R. Aaron",2020
"Youth Policy, Poverty, and African-Americans: Implications for Resilience","Swanson, Dena Philips; Spencer, Margaret Beale",1991
What Motivates Citizens to Volunteer in Schools? Determinants in the Local Context,"Wu, Wei-Ning; Tsai, Chin-Chang",2018
School Meanings and Cultural Bias,"Gonzalez, Josue M.",1993
STEM Teaching and Learning Strategies of High School Parents with Homeschool Students,"Gann, Courtney; Carpenter, Dan",2018
College-Bound Figured Worlds: Case Studies of Three Urban High Schools,"Naughton, Meredith R.",2022
Literacy for Playwriting or Playwriting for Literacy,"Chizhik, Alexander Williams",2009
"Modeling Educational Inequalities: Class, Academic Achievement, and Regional Differences in Turkey","Ataç, Ela",2019
Quality Curriculum: Determining the Urban Vision,"Hunkins, Francis P.; Hammill, Patricia A.",1991
Enhancing Teaching Quality in Higher Education: A Case Study of a Regional University in China,"Lai, Manhong",2021
Learning from Preservice Teachers' Thoughts about Teaching in Urban Schools: Implications for Teacher Educators,"Bauml, Michelle; Castro, Antonio J.; Field, Sherry L.; Morowski, Deborah L.",2016
"A Teacher's ""Pied Piper"" Effect on Young Authors","Reyes, Maria de la Luz; Laliberty, Eloise Andrade",1992
The Effect of Neighborhood Poverty on Math Achievement: Evidence from a Value-Added Design,"Pearman, Francis A.",2019
Charter School Leadership,"Dressler, Boyd",2001
Elementary School Campuses and New Teachers: A Multiyear Study,"Martinez-Garcia, Cynthia; Slate, John R.",2012
Conservative Agendas and Progressive Possibilities: Understanding the Wider Politics of Curriculum and Teaching,"Apple, Michael W.",1991
Student Teaching and Urban Educator Aptness: The Significance of Similar Sociocultural Scenarios,"French, Kate Rollert",2020
Black/Urban Radio Is in Touch with the Inner City: What Can Educators Learn from This Popular Medium?,"Johnson, Phylis",1992
Transformation in Reverse: Naive Assumptions of an Urban Educator,"Hagiwara, Sumi; Wray, Susan",2009
All Things to All People. Special Circumstances Influencing the Performance of African American Superintendents,"Hunter, Richard C.; Donahoo, Saran",2005
Media Literacy: An Educational Basic for the Information Age,"Cortes, Carlos E.",1992
School Takeovers and Enhanced Answerability,"Hunter, Richard C.; Swann, Jeff",1999
How Induction Programs Affect the Decision of Alternate Route Urban Teachers to Remain Teaching,"LoCascio, Steven J.; Smeaton, Patricia S.; Waters, Faith H.",2016
Teachers' Understanding of Multicultural Education and the Correlates of Multicultural Content Integration in Flanders,"Agirdag, Orhan; Merry, Michael S.; Van Houtte, Mieke",2016
Cultural Policy and Educational Change in the 1990s,"Keller, Anthony S.",1990
"The Role of Parents in High-Achieving Schools Serving Low-Income, At-Risk Populations","Ingram, Melissa; Wolfe, Randi B.; Lieberman, Joyce M.",2007
"Scaling Up School Restructuring in Multicultural, Multilingual Contexts: Early Observations from Sunland County","Stringfield, Sam; Datnow, Amanda; Ross, Steven M.; Snively, Florence",1998
"Injustice, Uselessness, and Illness: A Qualitative Study of Unemployed Graduates' Lives in Iran","Khezri, Nashmin; Rezaei, Mehdi; Aram, Mozafarl",2020
"Accountability Policy, School Organization, and Classroom Practice: Partial Recoupling and Educational Opportunity","Diamond, John B.",2012
Urban Teachers Unions Face Their Future: The Dilemmas of Organizational Maturity,"Cooper, Bruce S.; Liotta, Marie-Elena",2001
The Sports Participation Effect on Educational Attainment of Black Males,"Harris, Paul C.",2014
Desegregating Urban School Administration: A Pursuit of Equity for Black Women Superintendents,"Tillman, Beverly A.; Cochran, Lessie L.",2000
The Role of School and Community-Based Programs in Aiding Latina/o High School Persistence,"Harris, Donna M.; Kiyama, Judy Marquez",2015
Project Discovery: An Urban Middle School Reform Effort,"Shulman, Vivian; Armitage, Deirdre",2005
Prevention-Related Research Targeting African American Alternative Education Program Students,"Carswell, Steven B.; Hanlon, Thomas E.; Watts, Amy M.; O'Grady, Kevin E.",2014
Exploring Factors That Facilitate Acculturation Strategies and Academic Success of West African Immigrant Youth in Urban Schools,"Kumi-Yeboah, Alex; Brobbey, Gordon; Smith, Patriann",2020
Working Conditions in Charter Schools: What's the Appeal for Teachers?,"Malloy, Courtney L.; Wohlstetter, Priscilla",2003
A Meta-Analysis of the Effects of Attending Religious Schools and Religiosity on Black and Hispanic Academic Achievement,"Jeynes, William H.",2002
The Impact of Learning Time on Academic Achievement,"Jez, Su Jin; Wassmer, Robert W.",2015
"Immigration, Extracurricular Activity, and the Role of Family","Jiang, Xin; Peguero, Anthony A.",2017
"Creating Safe Schools: Roles and Challenges, a Federal Perspective","Modzeleski, William",1996
Roles and Responsibilities of Adapted Physical Education Teachers in an Urban School District,"Akuffo, Patrick B.; Hodge, Samuel R.",2008
"Urban Teachers' Beliefs on Teaching, Learning, and Students: A Pilot Study in the United States of America","Song, Kim Hyunsook",2006
Caring Is Not Enough: Teachers' Enactment of Ethical Care for Adolescent Students with Limited or Interrupted Formal Education (SLIFE) in a Newcomer Classroom,"Hos, Rabia",2016
Codeswitching and Ebonics in Urban Adult Basic Education Classrooms,"Flowers, Doris A.",2000
School Desegregation: Lessons from Three Decades of Experience,"Vergon, Charles B.",1990
Formation of Educational Expectations of Lower Socioeconomic Status Children,"Kim, Kyung-Nyun",2014
African American Child and Adolescent Academic Help-Seeking: A Scoping Review,"Davis-Bowman, Jennifer",2021
A Systematic Review of Neighborhood and Institutional Relationships Related to Education,"Johnson, Odis, Jr.",2012
Latino Parents' Choice of Magnet School: How School Choice Differs across Racial and Ethnic Boundaries,"Haynes, Katherine Taylor; Phillips, Kristie J. R.; Goldring, Ellen B.",2010
